"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Network and Network-Related Devices and Systems","A10 Networks Thunder TPS 4435S, 5435S and 6435S","A10 Networks, Inc.","NO","EAL2+,ALC_FLR.1","","06/29/2017","","http://commoncriteriaportal.org:443/files/epfiles/20170629 Sertit-062 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST_A10_Networks_Thunder_TPS _v.1.5_06_01_2017-1ce.pdf","","","",""
"Network and Network-Related Devices and Systems","Huawei NE40E&amp;CX600&amp;ME60&amp;NE20E Router","Huawei Technologies Co., Ltd.","NO","EAL2+,ALC_FLR.2","","04/07/2017","","http://commoncriteriaportal.org:443/files/epfiles/20170407 SERTIT-087 Huawei NE-series Router CR v1.0i.pdf","http://commoncriteriaportal.org:443/files/epfiles/170223 [HUA] [ST] NE40ECX600ME60NE20E V800R008 CC ST-Security Target-v1 51.pdf","","","",""
"Network and Network-Related Devices and Systems","Attivo BotSink Solution","Attivo Networks, Inc.","NO","EAL2+,ALC_FLR.1","","02/13/2017","","http://commoncriteriaportal.org:443/files/epfiles/20170201 S-084 CRv1.0 Attivo.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST Attivo Networks - Botsink Solution v.1.3 - Final_Release.pdf","","","",""
"Network and Network-Related Devices and Systems","Huawei S Series Ethernet Switches V200R008C00SPC500","Huawei Technologies Co. Ltd.","NO","EAL3+,ALC_FLR.2","","11/25/2016","","http://commoncriteriaportal.org:443/files/epfiles/20161125 SERTIT-088 CR v1.0  Huawei S Series Ethernet Switches.pdf","http://commoncriteriaportal.org:443/files/epfiles/[ST] CC Huawei S Series Ethernet Switches V200R008 - Security Target V2.2.pdf","","","",""
"Network and Network-Related Devices and Systems","Ruckus Solution","Ruckus Wireless, Inc.","NO","EAL2+,ALC_FLR.1","","06/27/2016","","http://commoncriteriaportal.org:443/files/epfiles/20160627_SERTIT-071_Ruckus Solution_CR_v.1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST Ruckus Wireless - Ruckus Solution final v1.8.pdf","","","",""
"Network and Network-Related Devices and Systems","AR Series Routers","Huawei Technologies Co. Ltd.","NO","EAL3+,ALC_FLR.2","","11/23/2015","","http://commoncriteriaportal.org:443/files/epfiles/20151123_SERTIT-070_CR_AR_router_v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/CC Huawei AR Series Service Routers V200R006C10 - Security Target V1.4.pdf","","","",""
"Network and Network-Related Devices and Systems","Huawei iManager U2000","Huawei Technologies Co. Ltd.","NO","EAL3+,ALC_FLR.2","","06/04/2015","","http://commoncriteriaportal.org:443/files/epfiles/SERTIT-067 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/Huawei iManager U2000 Version 1 Release 6 Security Target v1.6.pdf","","","",""
"Network and Network-Related Devices and Systems","Huawei NetEngine5000E Core Router","Huawei Technologies Co. Ltd.","NO","EAL3+,ALC_CMC.4","","06/04/2015","","http://commoncriteriaportal.org:443/files/epfiles/SERTIT-061 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/NetEngine5000E V800R006 CC ST-Security Target-v1.6.pdf","","","",""
"Network and Network-Related Devices and Systems","USP running on Huawei Transmission Equipment Series &#x28;WDM&#x2f;OTN,SDH&#x2f;MSTP, RTN&#x29; V100R013C00","Huawei Technologies Co. Ltd.","NO","EAL3,ALC_FLR.2","","06/02/2015","","http://commoncriteriaportal.org:443/files/epfiles/SERTIT-065 CR v 1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/Huawei Transmission Equipment Series Security Target v1.7.pdf","","","",""
"Network and Network-Related Devices and Systems","A10 Networks Thunder 4430S, 5630S and 6630S Application Delivery Controllers","A10 Networks, Inc.","NO","EAL2+,ALC_FLR.1","","05/13/2015","","http://commoncriteriaportal.org:443/files/epfiles/20150513 Sertit-068 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST_4430S_5630S_6630S.pdf","","","",""
"Operating Systems","Oracle Linux 8.4","Oracle Corporation","CA","None","PKG_SSH_V1.0,PP_OS_V4.2.1","04/12/2023","04/12/2028","http://commoncriteriaportal.org:443/files/epfiles/577-EWA CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/577-EWA ST  v1.12.pdf","","","",""
"Operating Systems","Wickr Enterprise Client 6.10","Wickr LLC","US","None","PP_APP_V1.4","04/07/2023","04/07/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11320-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11320-st.pdf","","","",""
"Operating Systems","Microsoft Windows 11, Windows Server 2022, and other Windows OSes","Microsoft Corporation","ES","None","PP_OS_V4.2.1,PP_WLAN_CLI_EP_V1.0,MOD_VPNC_V2.4","01/26/2023","01/26/2028","http://commoncriteriaportal.org:443/files/epfiles/2022-21-INF-3955.pdf","http://commoncriteriaportal.org:443/files/epfiles/2022-21-ST_lite.pdf","","","",""
"Operating Systems","IBM RACF for z/OS Version 2 Release 4","IBM Corporation","IT","EAL5+,ALC_FLR.3","","09/22/2022","09/22/2027","http://commoncriteriaportal.org:443/files/epfiles/cr_racfv2r4_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_racfv2r4_v6.8a_public.pdf","","","",""
"Operating Systems","PikeOS Separation Kernel, Version 5.1.3","SYSGO GmbH","DE","EAL5+,ADV_IMP.2,ALC_CMC.5,AVA_VAN.5,ALC_DVS.2,ALC_FLR.3","","09/20/2022","09/19/2027","http://commoncriteriaportal.org:443/files/epfiles/1146a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1146b_pdf.pdf","","","",""
"Operating Systems","IBM AIX 7.2.5, Service Pack 3 (SP3) Standard Edition (SE)","IBM Corporation","DE","Basic,ADV_FSP.1,AGD_OPE.1,AGD_PRE.1,ALC_CMC.1,ALC_CMS.1,ASE_CCL.1,ASE_ECD.1,ASE_INT.1,ASE_OBJ.2,ASE_REQ.2,ASE_SPD.1,ASE_TSS.1,ATE_IND.1,AVA_VAN.1,ALC_TSU_EXT.1","","07/08/2022","07/07/2027","http://commoncriteriaportal.org:443/files/epfiles/1165a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1165b_pdf.pdf","","","",""
"Operating Systems","FIN.X RTOS SE V5","MBDA Italia S.p.A.","IT","None","PKG_TLS_V1.1,PP_OS_V4.2.1","06/21/2022","06/21/2027","http://commoncriteriaportal.org:443/files/epfiles/rc_finx_rtos_se_v5_v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_finx_rtos_se_v5_rev02_lite.pdf","","","",""
"Operating Systems","IBM z/VM Version 7 Release 2 for VPP","IBM Corporation","IT","None","EP_SV_V1.0,PP_BASE_VIRTUALIZATION_V1.0","06/10/2022","06/10/2027","http://commoncriteriaportal.org:443/files/epfiles/cr_zvm_v7r2_vpp_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_zvm_v7r2_vpp_v1.0.pdf","","","",""
"Operating Systems","INTEGRITY Enterprise OS - Archon Edition","Archon Secure LLC","US","None","PP_OS_V4.2.1","05/03/2022","05/03/2024","http://commoncriteriaportal.org:443/files/epfiles/st_vid11258-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11258-st.pdf","","","",""
"Operating Systems","Trustonic Kinibi-510a-V007","TRUSTONIC","NL","EAL5,ALC_FLR.1","","04/07/2022","04/07/2027","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0291872-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/Trustonic-Kinibi-510A-ST-1.2.pdf","","","",""
"Operating Systems","Red Hat Enterprise Linux 8.2","Red Hat, Inc.","US","None","PP_OS_V4.2.1,PP_SSH_EP_V1.0","03/09/2022","03/09/2024","http://commoncriteriaportal.org:443/files/epfiles/st_vid11202-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11202-st.pdf","","","",""
"Operating Systems","PikeOS Separation Kernel, 4.2.4","SYSGO GmbH","DE","EAL3+,ALC_FLR.3","","03/07/2022","03/07/2027","http://commoncriteriaportal.org:443/files/epfiles/1041V2a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1041V2b_pdf.pdf","","","",""
"Operating Systems","Huawei Reliable Telecomm Operating System version 207.3.5.SPC100.B004","Huawei Technologies Co., Ltd.","ES","EAL4,ALC_FLR.3","OSPP_V2.0","02/01/2022","02/01/2027","http://commoncriteriaportal.org:443/files/epfiles/2019-19-INF-3679.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-19-ST.pdf","","","",""
"Operating Systems","IBM z/OS Version 2 Release 4","IBM Corporation","IT","EAL4+,ALC_FLR.3","","01/13/2022","01/13/2027","http://commoncriteriaportal.org:443/files/epfiles/cr_zos_v2r4_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_zos_v2r4_v1.3.pdf","","","",""
"Operating Systems","Microsoft Windows 10 version 2004 (May 2020 Update), Microsoft Windows Server version 2004 (May 2020 Update) and others","Microsoft Corporation","ES","None","MOD_VPN_CLI_V2.1,PP_OS_V4.2.1,PP_WLAN_CLI_EP_V1.0","12/31/2021","12/31/2026","http://commoncriteriaportal.org:443/files/epfiles/2020-50-INF-3671.pdf","http://commoncriteriaportal.org:443/files/epfiles/2020-50-ST_lite.pdf","","","",""
"Operating Systems","SUSE Linux Enterprise Server Version 15 SP2","SUSE LLC","DE","Basic","PP_OS_V4.2.1,PP_SSH_EP_V1.0","11/11/2021","11/10/2026","http://commoncriteriaportal.org:443/files/epfiles/1168a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1168b_pdf.pdf","","","",""
"Operating Systems","Oracle Linux 7.6","Oracle Corporation","CA","None","PP_OS_V4.2.1,PP_SSH_EP_V1.0","07/19/2021","07/19/2026","http://commoncriteriaportal.org:443/files/epfiles/519-EWA CR v1.1.pdf","http://commoncriteriaportal.org:443/files/epfiles/519-EWA ST v4.0.pdf","","","",""
"Operating Systems","SUSE Linux Enterprise Server 15 SP2","SUSE Linux Products Gmbh","DE","EAL4+,ALC_FLR.3","OSPP_V2.0","07/08/2021","07/08/2026","http://commoncriteriaportal.org:443/files/epfiles/1151a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1151b_pdf.pdf","","","",""
"Operating Systems","IBM z/VM Version 7 Release 2","IBM Corporation","IT","EAL4+,ALC_FLR.3","OSPP_V2.0","04/30/2021","04/30/2026","http://commoncriteriaportal.org:443/files/epfiles/cr_zvm_v7r2_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_zvm_v7r2_v1.0.pdf","","","",""
"Operating Systems","PR/SM for IBM z15 T02 and IBM LinuxONE III LT2 Systems, Driver Level D41C with Bundle Level H13/S21b","IBM Corporation","DE","EAL5+,ALC_FLR.3,ALC_TAT.3,ATE_FUN.2,AVA_VAN.5","","04/21/2021","04/20/2026","http://commoncriteriaportal.org:443/files/epfiles/1160a.pdf","http://commoncriteriaportal.org:443/files/epfiles/1160b.pdf","","","",""
"Operating Systems","Oracle Solaris 11.4","Oracle Corporation","CA","None","PP_OS_V4.2.1,PP_SSH_EP_V1.0","02/08/2021","02/08/2026","http://commoncriteriaportal.org:443/files/epfiles/503-LSS CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/503-LSS ST v1.3.pdf","","","",""
"Operating Systems","Huawei FusionSphere 6.5.RC1.T7","Huawei Technologies Co. Ltd.","ES","EAL2+,ALC_FLR.2","","02/04/2021","02/03/2026","http://commoncriteriaportal.org:443/files/epfiles/2018-58 INF-3355.pdf","http://commoncriteriaportal.org:443/files/epfiles/2018-58 ST.pdf","","","",""
"Operating Systems","Canonical Ubuntu Server 18.04.4","Canonical Group Limited","SE","EAL2,ALC_FLR.3","","12/11/2020","12/11/2025","http://commoncriteriaportal.org:443/files/epfiles/Certification Report - Canonical Ubuntu Server 18.04 LTS.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST - Canonical Ubuntu Server 18.04 LTS.pdf","","","",""
"Operating Systems","PR/SM for IBM z15 and IBM LinuxOne III Systems Driver Level D41C","IBM Corporation","DE","EAL5,ALC_FLR.3,ALC_TAT.3,ATE_FUN.2,AVA_VAN.5","","07/01/2020","06/30/2025","http://commoncriteriaportal.org:443/files/epfiles/1133a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1133b_pdf.pdf","","","",""
"Operating Systems","Microsoft Windows 10 version 1909 and Microsoft Windows Server version 1909","Microsoft Corporation","ES","None","MOD_VPN_CLI_V2.1,PP_OS_V4.2.1,PP_WLAN_CLI_EP_V1.0","06/05/2020","06/05/2025","http://commoncriteriaportal.org:443/files/epfiles/2019-47-INF-3134.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-47-ST-lite.pdf","","","",""
"Operating Systems","Huawei iTrustee 5.0","Huawei Technologies Co., Ltd.","NL","EAL2,AVA_TEE.2","","12/19/2019","12/19/2024","http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-19-0016828-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/[ST] CC Huawei iTrustee Software V5.0 Security Target V6.0.pdf","","","",""
"Operating Systems","JBoss Enterprise Application Platform 7 Version 7.2.3","Red Hat, Inc.","IT","EAL4,ALC_FLR.3","","12/02/2019","12/02/2024","http://commoncriteriaportal.org:443/files/epfiles/cr_jboss_eap_723_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_jboss_eap_723_v1.9.pdf","","","",""
"Operating Systems","Microsoft Windows 10 and Server version 1903 &#x28;May 2019 Update&#x29;","Microsoft Corporation","ES","None","PP_OS_V4.2.1,PP_WLAN_CLI_EP_V1.0","10/26/2019","10/26/2024","http://commoncriteriaportal.org:443/files/epfiles/2019-22-INF-2839.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-22-ST_lite.pdf","","","",""
"Operating Systems","IBM RACF for z/OS Version 2 Release 3","IBM Corporation","IT","EAL5+,ALC_FLR.3","","09/16/2019","09/16/2024","http://commoncriteriaportal.org:443/files/epfiles/cr_racfv2r3_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_racfv2r3_v5.5_public.pdf","","","",""
"Operating Systems","Windows 10 and Windows Server 2019 version 1809","Microsoft Corporation","ES","None","PP_OS_V4.2.1,PP_WLAN_CLI_EP_V1.0","09/07/2019","09/07/2024","http://commoncriteriaportal.org:443/files/epfiles/2018-61-INF-2795.pdf","http://commoncriteriaportal.org:443/files/epfiles/2018-61-ST_lite.pdf","","","",""
"Operating Systems","HongMeng v1.2","Huawei Technologies Co. Ltd.","NL","EAL5+,ALC_FLR.1","","09/06/2019","09/06/2024","http://commoncriteriaportal.org:443/files/epfiles/[CR] NSCIB-CC-217235-CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/[ST] HongMeng v2.8.pdf","","","",""
"Operating Systems","Scalable  Optical Transport Solution FSP3000R7 Operating System (CC) ,Version R7 Rel 17.2.3","ADVA OPTICAL NETWORKING SE, Fraunhoferstr.9a 82152 Martinsried, Munich, Germany","IN","EAL2","","08/27/2019","08/26/2024","http://commoncriteriaportal.org:443/files/epfiles/CR-ADVA-FSP3000R7_EAL2.pdf","http://commoncriteriaportal.org:443/files/epfiles/Security_Target-1.9 (17.2.3)_24.06.2019 ADVA.pdf","","","",""
"Operating Systems","IBM z/OS Version 2 Release 3","IBM Corporation","IT","EAL4+,ALC_FLR.3","OSPP_V2.0","07/31/2019","07/31/2024","http://commoncriteriaportal.org:443/files/epfiles/cr_zosv2r3_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_zosv2r3_v12.10_public.pdf","","","",""
"Operating Systems","Huawei EulerOS v2.0 (V200R002C20)","Huawei Technologies Co. Ltd.","ES","EAL4+,ALC_FLR.3","OSPP_V2.0","06/17/2019","06/17/2024","http://commoncriteriaportal.org:443/files/epfiles/2018-02-INF-2787.pdf","http://commoncriteriaportal.org:443/files/epfiles/2018-02-ST.pdf","","","",""
"Operating Systems","PR&#x2f;SM for IBM z14 and IBM LinuxONE Systems Driver Level D32L with Bundle Level S35","IBM Corporation","DE","EAL5+,ALC_FLR.3,ALC_TAT.3,ATE_FUN.2,AVA_VAN.5","","04/05/2019","04/05/2024","http://commoncriteriaportal.org:443/files/epfiles/1101a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1101b_pdf.pdf","","","",""
"Operating Systems","Oracle Linux 7.3 EAL1","Oracle Corporation","SE","EAL1,ALC_FLR.3","","02/14/2019","02/14/2024","http://commoncriteriaportal.org:443/files/epfiles/Certification Report - Oracle Linux 7 EAL1.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST Oracle Linux-v1.3 EAL1.pdf","","","",""
"Operating Systems","Oracle Linux 7.3 OSPP","Oracle Corporation","SE","None","PP_OS_V4.1","02/14/2019","02/14/2024","http://commoncriteriaportal.org:443/files/epfiles/Certification Report v2.0 - Oracle Linux OSPP.pdf","http://commoncriteriaportal.org:443/files/epfiles/pracle ospp st.pdf","","","",""
"Operating Systems","Windows 10 and Windows Server (April 2018 Update)","Microsoft Corporation","ES","None","PP_OS_V4.1,PP_WLAN_CLI_EP_V1.0","02/06/2019","02/06/2024","http://commoncriteriaportal.org:443/files/epfiles/2018-25-INF-2642.pdf","http://commoncriteriaportal.org:443/files/epfiles/2018-25-ST_lite.pdf","","","",""
"Operating Systems","PikeOS Separation Kernel 4.2.2","SYSGO AG","DE","EAL3,ALC_FLR.3","","12/10/2018","12/09/2023","http://commoncriteriaportal.org:443/files/epfiles/1041a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1041b_pdf.pdf","03/18/2019","PikeOS 4.2.3","http://commoncriteriaportal.org:443/files/epfiles/1041ma1a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1041ma1b_pdf.pdf"
"Operating Systems","PikeOS Separation Kernel 4.2.2","SYSGO AG","DE","EAL3,ALC_FLR.3","","12/10/2018","12/09/2023","http://commoncriteriaportal.org:443/files/epfiles/1041a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1041b_pdf.pdf","","","",""
"Operating Systems","X-Ware IoT Platform SC","Express Logic","NO","EAL4+,ALC_FLR.1","","09/28/2018","09/28/2023","http://commoncriteriaportal.org:443/files/epfiles/SERTIT-113 CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/[ST] X-Ware IoT Platform SC Security Target V2.0.pdf","","","",""
"Operating Systems","PR&#x2f;SM for IBM z14 and IBM LinuxONE Systems Driver Level D32L with Bundle Level S29","IBM Corporation","DE","EAL5+,ALC_FLR.3,ALC_TAT.3,ATE_FUN.2,AVA_VAN.5","","09/03/2018","09/03/2023","http://commoncriteriaportal.org:443/files/epfiles/1048a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1048b_pdf.pdf","","","",""
"Operating Systems","Ubuntu LTS 16.04.4 with KVM and QEMU 2.5","Canonical Group Limited","SE","EAL2,ALC_FLR.3","","07/04/2018","07/04/2023","http://commoncriteriaportal.org:443/files/epfiles/Certification Report Ubuntu LTS 16.04.4.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST-Ubuntu_16.04_LTS-1.0.pdf","","","",""
"Other Devices and Systems","Wickr Enterprise Server 1.30.0","Wickr LLC","US","None","PP_APP_V1.4","06/12/2023","06/12/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11321-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11321-st.pdf","","","",""
"Other Devices and Systems","KoCoBox MED+ Konnektor, Version 5.1.6","KoCo Connector GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.3","","06/07/2023","06/06/2028","http://commoncriteriaportal.org:443/files/epfiles/1068V4a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1068V4b_pdf.pdf","","","",""
"Other Devices and Systems","KoCoBox MED+ Netzkonnektor, 5.1.6","KoCo Connector GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5","","06/07/2023","06/07/2028","http://commoncriteriaportal.org:443/files/epfiles/1067V4a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1067V4b_pdf.pdf","","","",""
