id,category,name,manufacturer,scheme,assurance_level,protection_profile,certification_id,certification_date,archived_date,certification_report_url,security_target_url,maintenance_date,maintenance_title,maintenance_report,maintenance_st,conformance_claim,cctl,remark
2957,NULL,"三星智能卡芯片 S3FS9F9",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0272,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2958,NULL,"三星智能卡芯片 S3FS9F8",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0273,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2959,NULL,"安天网络病毒监控系统（ VDS-H20G/V6.0)",哈尔滨安天科技股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0274,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2960,NULL,"显示按键型智能密码钥匙 eSafe LD（ SJK1103） V2.1.4.2",北京大明五洲科技有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0275,2013-3-27,2016-3-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2961,NULL,"网络卫士防火墙系统 V3",北京天融信科技有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0007,2013-3-27,2016-3-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2962,NULL,"NetEye防火墙 V3.2",沈阳东软系统集成工程有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0008,2013-3-27,2016-3-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2963,NULL,"天阗入侵检测与管理系统 V7.0",北京启明星辰信息安全技术有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0009,2013-3-27,2016-3-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2964,NULL,"绿盟网络入侵检测系统 V5.6",北京神州绿盟科技有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0010,2013-3-27,2016-3-26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2965,NULL,"绿盟安全网关（百兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0249,2013-1-1,2015-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2966,NULL,"绿盟安全网关（千兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0250,2013-1-1,2015-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2967,NULL,"绿盟安全网关（百兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0251,2013-1-1,2015-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2968,NULL,"绿盟安全网关（千兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0252,2013-1-1,2015-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2969,NULL,"信大捷安居民健康卡操作系统 (XJJK_COS)V1.00",郑州信大捷安信息技术股份有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0253,2013-1-1,2015-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2970,NULL,"USBKey芯片 SSX0913-B",国民技术股份有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0254,2013-1-1,2015-12-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2971,NULL,"高性能安全隔离与信息交换系统（ Topwalk-GAP V3.5)(万兆）",北京天行网安信息技术有限责任公司,CH,EAL3,NULL,CNITSEC2013PRD0255,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2972,NULL,"网御安全隔离与信息交换系统 SIS-3000 V1.0（万兆）",北京网御星云信息技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0256,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2973,NULL,"合众安全隔离与信息交换系统 AG-650 v5.0",杭州合众信息技术股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0257,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2974,NULL,"基于 IPv4/IPv6双栈的高性能安全隔离与信息交换系统 VIGAP v6.5",珠海经济特区伟思有限公司,CH,EAL3,NULL,CNITSEC2013PRD0258,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2975,NULL,"中网高性能安全隔离与信息交换系统（中网网闸 X-GAP） V6.0",中网通迅网络有限公司,CH,EAL3,NULL,CNITSEC2013PRD0259,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2976,NULL,"瑞达高性能安全隔离与信息交换系统 JGAP-3000 v3.0",瑞达信息安全产业股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0260,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2977,NULL,"绿盟远程安全评估系统 NSFOCUS RSAS v5.0",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0261,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2978,NULL,"漏洞扫描评估系统 TW-SCANNER-02 V1.1",无锡市同威科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0262,2013-1-15,2016-1-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2979,NULL,"三星智能卡芯片 S3FS9FV",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0263,2013-1-25,2016-1-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2980,NULL,"Onkey193D USBKey V2.1",天地融科技股份有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0264,2013-1-25,2016-1-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2981,NULL,"网络卫士防火墙系统 NGFW4000-UF(万兆） V3",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0212,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2982,NULL,"Dptech万兆防火墙 DPX8000/V1",杭州迪普科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0213,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2983,NULL,"DCFW-1800高端核心防火墙 V1.0.0",上海神州数码有限公司,CH,EAL3,NULL,CNITSEC2012PRD0214,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2984,NULL,"东软 NetEye集成安全网关 NISG7000 V4.2（万兆）",沈阳东软系统集成工程有限公司,CH,EAL3,NULL,CNITSEC2012PRD0215,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2985,NULL,"HUAWEI Eudemon1000E V1",华为技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0216,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2986,NULL,"下一代高性能防火墙 RG-WALL 1600-X(V5.2)",福建星网锐捷网络有限公司,CH,EAL3,NULL,CNITSEC2012PRD0217,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2987,NULL,"网神 SecGate3600防火墙（ V3.6.6.0/万兆）",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0218,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2988,NULL,"运维安全审计系统 HAC V3",广州江南科友科技股份有限公司,CH,EAL1,NULL,CNITSEC2012PRD0219,2012-12-5,2015-12-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2989,NULL,"网神 SecGate3600安全网关（百兆 /V3.6.6.0）",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0220,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2990,NULL,"网神 SecGate3600安全网关（千兆 /V3.6.6.0）",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0221,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2991,NULL,"Secoway USG5500防火墙（万兆）（ V5.3）",华为技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0222,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2992,NULL,"金赋可信接入系统 V1.0",广东金赋信息科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0223,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2993,NULL,"KILL过滤网关 V3.06",北京冠群金辰软件有限公司,CH,EAL1,NULL,CNITSEC2012PRD0224,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2994,NULL,"电力云虚拟化管理系统 V1.0",国网信息通信有限公司,CH,EAL3,NULL,CNITSEC2012PRD0225,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2995,NULL,"中华卫士 IPSEC VPN TG1.1（ IPv6版）",成都卫士通信息产业股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0226,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2996,NULL,"网络卫士 VPN系统 V6.1",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0227,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2997,NULL,"天清入侵防御系统 V6.0",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0228,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2998,NULL,"浪潮下一代互联网高性能安全防御系统 V1.1",浪潮通信信息系统有限公司,CH,EAL3,NULL,CNITSEC2012PRD0229,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2999,NULL,"下一代互联网审计系统 V2.0.2",北京中创信测科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0230,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3000,NULL,"惠达下一代互联网高性能网络审计系统 HDA-NET/V2.0",黑龙江惠达科技发展有限公司,CH,EAL3,NULL,CNITSEC2012PRD0231,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3001,NULL,"互联网控制网关 NS-ICG V7.2.1",北京网康科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0232,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3002,NULL,"HUAWEI USG9000安全网关 V3",华为技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0233,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3003,NULL,"格尔网络审计系统 Koal NAS V2.1.0",上海格尔软件股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0234,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3004,NULL,"网络卫士网络审计系统 V3.1",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0235,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3005,NULL,"捷普高性能网络信息审计系统 V3.0/1",西安交大捷普网络科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0236,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3006,NULL,"明御下一代互联网 WEB防御审计系统 V3.0.1",杭州安恒信息技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0237,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3007,NULL,"深信服互联网网络审计系统 AC 3.3HP R2",深圳市深信服电子科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0238,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3008,NULL,"AuditSec用户行为审计与控制系统 V1.1",上海银基信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0239,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3009,NULL,"下一代互联网网络审计系统 InforNNBA v3.1",昆山中创软件工程有限责任公司,CH,EAL3,NULL,CNITSEC2012PRD0240,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3010,NULL,"昊特网络审计系统 iMDA10000 V1.3.1",合肥昊特信息科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0241,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3011,NULL,"绿盟安全审计系统 V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0244,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3012,NULL,"曙光天罗 IPSec VPN TLFW-1000-Ⅰ V2.1",曙光信息产业（北京）有限公司,CH,EAL3,NULL,CNITSEC2012PRD0245,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3013,NULL,"网络审计系统 IAS-AH100000/V6.1",青岛以太科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0247,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3014,NULL,"远望综合审计系统 DPI(ywCAS-2011)V2.0.0",浙江远望电子有限公司,CH,EAL3,NULL,CNITSEC2012PRD0248,2012-12-26,2015-12-25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3015,NULL,"网络智能防护系统 HUAWEI NIP5000网络智能防护系统 V1.1（ IPv6版）",华为技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0202,2012-11-9,2015-11-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3016,NULL,"威讯桌面软件 V5.0（ for linux）",福建升腾资讯有限公司,CH,EAL1,NULL,CNITSEC2012PRD0203,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3017,NULL,"天珣内网安全风险管理与审计系统 V6.6",北京启明星辰信息安全技术有限公司,CH,EAL2,NULL,CNITSEC2012PRD0204,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3018,NULL,"绿盟网络入侵防护系统（百兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0205,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3019,NULL,"绿盟网络入侵防护系统（千兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0206,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3020,NULL,"绿盟网络入侵防护系统（万兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0207,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3021,NULL,"绿盟网络入侵防护系统（百兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0208,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3022,NULL,"绿盟网络入侵防护系统（千兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0209,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3023,NULL,"绿盟网络入侵防护系统（万兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0210,2012-11-12,2015-11-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3024,NULL,"360安全浏览器登录管理模块 V1.2.0.1071",北京奇虎科技有限公司,CH,EAL2,NULL,CNITSEC2012PRD0211,2012-11-19,2015-11-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3025,NULL,"天清汉马 USG防火墙 V2.6（百兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0192,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3026,NULL,"天清汉马 USG防火墙 V2.6（千兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0193,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3027,NULL,"天清汉马 USG防火墙 V2.6（万兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0194,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3028,NULL,"网神 SecSIS3600安全隔离与信息交换系统 V2.0（千兆）",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0195,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3029,NULL,"安码 WEB安全网关系统 SC-WAF-1000（千兆 V1.0)",北京安码科技有限公司,CH,EAL1,NULL,CNITSEC2012PRD0196,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3030,NULL,"东软 NetEye集成安全网关入侵防御系统 NISG6000-IPS（千兆） V4.2",沈阳东软系统集成工程有限公司,CH,EAL3,NULL,CNITSEC2012PRD0197,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3031,NULL,"绿盟网络入侵检测系统（百兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0198,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3032,NULL,"绿盟网络入侵检测系统（千兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0199,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3033,NULL,"绿盟网络入侵检测系统（百兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0200,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3034,NULL,"绿盟网络入侵检测系统（千兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0201,2012-8-30,2015-8-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3035,NULL,"天清 web应用安全网关 v7.0（百兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0187,2012-7-17,2015-7-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3036,NULL,"天清 web应用安全网关 v7.0（千兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0188,2012-7-17,2015-7-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3037,NULL,"Coremail XT 电子邮件系统 v2.1",盈世信息科技（北京）有限公司,CH,EAL3,NULL,CNITSEC2012PRD0189,2012-7-17,2015-7-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3038,NULL,"网 御入侵防护系统 v3.0（百兆 Power V-620IPS）",北京网御星云信息技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0190,2012-7-17,2015-7-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3039,NULL,"网 御入侵防护系统 v3.0（千兆 Power V-1220IPS）",北京网御星云信息技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0191,2012-7-17,2015-7-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3040,NULL,"专用隔离摆渡设备 (千兆） V3.0",江苏金陵科技集团公司,CH,EAL3,NULL,CNITSEC2012PRD0175,2012-5-7,2015-5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3041,NULL,"网神 SecWAF3600 WEB应用防火墙系统 V4.0（千兆）",网神信息技术（北京）股份有限公司,CH,EAL1,NULL,CNITSEC2012PRD0176,2012-5-7,2015-5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3042,NULL,"NetEye 防火墙 V3.2(百兆 /FW5120)",沈阳东软系统集成工程有限公司,CH,EAL3,NULL,CNITSEC2012PRD0177,2012-5-7,2015-5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3043,NULL,"NetEye 防火墙 V3.2(千兆 /FW5200)",沈阳东软系统集成工程有限公司,CH,EAL3,NULL,CNITSEC2012PRD0178,2012-5-7,2015-5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3044,NULL,"浪潮操作系统安全增强系统 (for windows)V1.0",北京浪潮嘉信计算机信息技术有限公司,CH,EAL1,NULL,CNITSEC2012PRD0179,2012-5-7,2015-5-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3045,NULL,"蓝盾百兆入侵检测系统 BD-NIDS V2.0(FE)",广东蓝盾信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0180,2012-5-21,2015-5-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3046,NULL,"蓝盾千兆入侵检测系统 V2.0",广东蓝盾信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0181,2012-5-21,2015-5-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3047,NULL,"蓝盾百兆防火墙 V2.0",广东蓝盾信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0182,2012-5-21,2015-5-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3048,NULL,"蓝盾千兆防火墙 V2.0",广东蓝盾信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0183,2012-5-21,2015-5-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3049,NULL,"恒生投资赢家系统软件 V2.0",恒生电子股份有限公司,CH,EAL2,NULL,CNITSEC2012PRD0184,2012-5-29,2015-5-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3050,NULL,"瑞佳内网安全产品 V7.0(千兆）",盛华瑞佳科技（北京）有限公司,CH,EAL1,NULL,CNITSEC2012PRD0185,2012-5-29,2015-5-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3051,NULL,"合众内外网安全数据交换系统 v4.0",杭州合众信息技术股份有限公司,CH,EAL1,NULL,CNITSEC2010PRD0074,2010-8-25,2013-8-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3052,NULL,"网络卫士防火墙系统 NGFW4000-UF（千兆） V3",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2012PRD0186,2012-6-8,2015-6-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3053,NULL,"SLB-1000 分流器 V1.0（万兆）",北京中金百富科技有限公司,CH,EAL1,NULL,CNITSEC2012PRD0170,2012-4-13,2015-4-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3054,NULL,"网神 SecIDS 3600入侵检测系统（百兆 V4.0）",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0171,2012-4-13,2015-4-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3055,NULL,"网神 SecIDS 3600入侵检测系统（千兆 V4.0）",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0172,2012-4-13,2015-4-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3056,NULL,"锐捷防火墙 RG-WALL 160（百兆 )(V5.2）",北京星网锐捷网络技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0173,2012-4-17,2015-4-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3057,NULL,"锐捷防火墙 RG-WALL 1600（千兆 )(V5.2）",北京星网锐捷网络技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0174,2012-4-17,2015-4-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3058,NULL,"Dptech TAC 终端接入控制系统 V1",杭州迪普科技有限公司,CH,EAL1,NULL,CNITSEC2012PRD0157,2012-3-12,2015-3-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3059,NULL,"三星智能卡芯片 S3FS9AG",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0158,2012-3-16,2015-3-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3060,NULL,"三星智能卡芯片 S3FS9AF",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0159,2012-3-16,2015-3-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3061,NULL,"三星智能卡芯片 S3FS9AU",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0160,2012-3-16,2015-3-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3062,NULL,"三星智能卡芯片 S3FS9AV",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0161,2012-3-16,2015-3-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3063,NULL,"三星智能卡芯片 S3FS9BE",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0162,2012-3-16,2015-3-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3064,NULL,"三星智能卡芯片 S3FS92GM",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0163,2012-3-16,2015-3-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3065,NULL,"天玥网络安全审计系统 V6.0（数据库型）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2012PRD0164,2012-3-20,2015-3-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3066,NULL,"蓝盾百兆入侵检测系统 DB-NIDS V2.0(FE)",蓝盾信息安全技术股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0152,2012-2-6,2015-2-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3067,NULL,"蓝盾千兆入侵检测系统 V2.0",蓝盾信息安全技术股份有限公司,CH,EAL3,NULL,CNITSEC2012PRD0153,2012-2-6,2015-2-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3068,NULL,"接触式智能卡芯片 THC20F17BD",北京同方微电子有限公司,CH,EAL4+,NULL,CNITSEC2012PRD0154,2012-2-6,2015-2-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
